frame_number,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,size,summary
166,2025-08-11 09:33:59.775947,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
167,2025-08-11 09:33:59.776753,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
168,2025-08-11 09:33:59.777536,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
169,2025-08-11 09:33:59.778543,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
170,2025-08-11 09:33:59.779215,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
171,2025-08-11 09:33:59.779853,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
172,2025-08-11 09:33:59.780514,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
173,2025-08-11 09:33:59.781271,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
174,2025-08-11 09:33:59.783388,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
175,2025-08-11 09:33:59.784410,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
176,2025-08-11 09:33:59.785100,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
177,2025-08-11 09:33:59.785756,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
178,2025-08-11 09:33:59.786404,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
179,2025-08-11 09:33:59.787411,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
180,2025-08-11 09:33:59.788092,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
181,2025-08-11 09:33:59.788823,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
182,2025-08-11 09:33:59.789474,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
183,2025-08-11 09:33:59.790325,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
184,2025-08-11 09:33:59.791517,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
185,2025-08-11 09:33:59.792311,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
186,2025-08-11 09:33:59.793409,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
187,2025-08-11 09:33:59.794606,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
188,2025-08-11 09:33:59.795300,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
189,2025-08-11 09:33:59.796119,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
190,2025-08-11 09:33:59.797385,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
191,2025-08-11 09:33:59.798045,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
192,2025-08-11 09:33:59.799549,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
193,2025-08-11 09:33:59.800442,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
194,2025-08-11 09:33:59.801571,52.115.109.31,3479,192.168.1.3,50017,UDP,184,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=150
195,2025-08-11 09:33:59.801986,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
196,2025-08-11 09:33:59.802696,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
197,2025-08-11 09:33:59.803611,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
198,2025-08-11 09:33:59.804685,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
199,2025-08-11 09:33:59.805730,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
200,2025-08-11 09:33:59.806414,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
201,2025-08-11 09:33:59.807555,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
202,2025-08-11 09:33:59.808270,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
203,2025-08-11 09:33:59.810341,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
204,2025-08-11 09:33:59.811058,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
205,2025-08-11 09:33:59.811710,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
206,2025-08-11 09:33:59.812846,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
207,2025-08-11 09:33:59.813540,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
208,2025-08-11 09:33:59.814580,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
209,2025-08-11 09:33:59.815846,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
210,2025-08-11 09:33:59.816688,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
211,2025-08-11 09:33:59.817458,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
212,2025-08-11 09:33:59.818145,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
213,2025-08-11 09:33:59.818804,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
214,2025-08-11 09:33:59.819946,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
215,2025-08-11 09:33:59.820916,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
216,2025-08-11 09:33:59.821590,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
217,2025-08-11 09:33:59.822276,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
218,2025-08-11 09:33:59.822985,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
219,2025-08-11 09:33:59.824816,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
220,2025-08-11 09:33:59.825972,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
221,2025-08-11 09:33:59.826647,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
222,2025-08-11 09:33:59.827306,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
223,2025-08-11 09:33:59.827910,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
224,2025-08-11 09:33:59.828935,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
225,2025-08-11 09:33:59.829909,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
226,2025-08-11 09:33:59.830796,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
227,2025-08-11 09:33:59.831420,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
228,2025-08-11 09:33:59.832255,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
229,2025-08-11 09:33:59.832873,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
230,2025-08-11 09:33:59.833485,52.115.109.31,3481,192.168.1.3,50041,UDP,1218,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1184
231,2025-08-11 09:33:59.834051,52.115.109.31,3481,192.168.1.3,50041,UDP,246,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=212
232,2025-08-11 09:33:59.834553,52.115.109.31,3481,192.168.1.3,50041,UDP,126,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=92
233,2025-08-11 09:33:59.835200,52.115.109.31,3481,192.168.1.3,50041,UDP,126,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=92
234,2025-08-11 09:33:59.835518,52.115.109.31,3481,192.168.1.3,50041,UDP,1176,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1142
235,2025-08-11 09:33:59.836130,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
236,2025-08-11 09:33:59.836731,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
237,2025-08-11 09:33:59.837348,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
238,2025-08-11 09:33:59.838000,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
239,2025-08-11 09:33:59.839283,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
240,2025-08-11 09:33:59.839940,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
241,2025-08-11 09:33:59.840578,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
242,2025-08-11 09:33:59.841216,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
243,2025-08-11 09:33:59.841816,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
244,2025-08-11 09:33:59.842451,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
245,2025-08-11 09:33:59.843094,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
246,2025-08-11 09:33:59.843788,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
247,2025-08-11 09:33:59.844472,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
248,2025-08-11 09:33:59.845148,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
249,2025-08-11 09:33:59.846512,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
250,2025-08-11 09:33:59.847235,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
251,2025-08-11 09:33:59.848171,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
252,2025-08-11 09:33:59.848798,52.115.109.31,3479,192.168.1.3,50017,UDP,175,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=141
253,2025-08-11 09:33:59.849132,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
254,2025-08-11 09:33:59.849757,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
255,2025-08-11 09:33:59.861336,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
256,2025-08-11 09:33:59.862067,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
257,2025-08-11 09:33:59.862717,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
258,2025-08-11 09:33:59.863343,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
259,2025-08-11 09:33:59.870739,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
260,2025-08-11 09:33:59.871514,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
261,2025-08-11 09:33:59.872187,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
262,2025-08-11 09:33:59.872830,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
263,2025-08-11 09:33:59.873474,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
264,2025-08-11 09:33:59.874360,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
265,2025-08-11 09:33:59.875043,52.115.109.31,3481,192.168.1.3,50041,UDP,1238,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1204
266,2025-08-11 09:33:59.875682,52.115.109.31,3481,192.168.1.3,50041,UDP,1189,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=1155
267,2025-08-11 09:33:59.877019,52.115.109.31,3479,192.168.1.3,50017,UDP,160,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=126
268,2025-08-11 09:33:59.877653,52.115.109.31,3479,192.168.1.3,50017,UDP,150,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=116
269,2025-08-11 09:33:59.878368,52.115.109.31,3481,192.168.1.3,50041,UDP,114,UDP: 52.115.109.31:3481 -> 192.168.1.3:50041 Len=80
270,2025-08-11 09:33:59.878942,52.115.109.31,3479,192.168.1.3,50017,UDP,152,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=118
271,2025-08-11 09:33:59.892916,52.115.109.31,3479,192.168.1.3,50017,UDP,167,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=133
272,2025-08-11 09:33:59.902831,52.115.109.31,3479,192.168.1.3,50017,UDP,165,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=131
273,2025-08-11 09:33:59.930955,52.115.109.31,3479,192.168.1.3,50017,UDP,162,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=128
274,2025-08-11 09:33:59.940076,52.115.109.31,3479,192.168.1.3,50017,UDP,114,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=80
275,2025-08-11 09:33:59.942220,52.115.109.31,3479,192.168.1.3,50017,UDP,159,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=125
276,2025-08-11 09:33:59.966636,52.115.109.31,3479,192.168.1.3,50017,UDP,133,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=99
277,2025-08-11 09:33:59.986285,52.115.109.31,3479,192.168.1.3,50017,UDP,132,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=98
278,2025-08-11 09:34:00.004482,52.115.109.31,3479,192.168.1.3,50017,UDP,153,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=119
279,2025-08-11 09:34:00.022542,52.115.109.31,3479,192.168.1.3,50017,UDP,183,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=149
280,2025-08-11 09:34:00.045510,52.115.109.31,3479,192.168.1.3,50017,UDP,159,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=125
281,2025-08-11 09:34:00.070067,52.115.109.31,3479,192.168.1.3,50017,UDP,156,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=122
282,2025-08-11 09:34:00.082438,52.115.109.31,3479,192.168.1.3,50017,UDP,167,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=133
283,2025-08-11 09:34:00.105171,52.115.109.31,3479,192.168.1.3,50017,UDP,160,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=126
284,2025-08-11 09:34:00.121571,52.115.109.31,3479,192.168.1.3,50017,UDP,170,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=136
285,2025-08-11 09:34:00.143029,52.115.109.31,3479,192.168.1.3,50017,UDP,177,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=143
286,2025-08-11 09:34:00.156022,52.115.109.31,3481,192.168.1.3,50055,UDP,182,UDP: 52.115.109.31:3481 -> 192.168.1.3:50055 Len=148
287,2025-08-11 09:34:00.165416,52.115.109.31,3479,192.168.1.3,50017,UDP,160,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=126
288,2025-08-11 09:34:00.182073,52.115.109.31,3479,192.168.1.3,50017,UDP,153,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=119
289,2025-08-11 09:34:00.202339,52.115.109.31,3479,192.168.1.3,50017,UDP,159,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=125
290,2025-08-11 09:34:00.224172,52.115.109.31,3479,192.168.1.3,50017,UDP,167,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=133
291,2025-08-11 09:34:00.226721,52.115.109.31,3481,192.168.1.3,50055,UDP,589,UDP: 52.115.109.31:3481 -> 192.168.1.3:50055 Len=555
292,2025-08-11 09:34:00.245711,52.115.109.31,3479,192.168.1.3,50017,UDP,161,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=127
293,2025-08-11 09:34:00.263586,52.115.109.31,3479,192.168.1.3,50017,UDP,149,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=115
294,2025-08-11 09:34:00.285180,52.115.109.31,3479,192.168.1.3,50017,UDP,174,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=140
295,2025-08-11 09:34:00.303356,52.115.109.31,3479,192.168.1.3,50017,UDP,165,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=131
296,2025-08-11 09:34:00.323684,52.115.109.31,3479,192.168.1.3,50017,UDP,169,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=135
297,2025-08-11 09:34:00.346383,52.115.109.31,3479,192.168.1.3,50017,UDP,166,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=132
298,2025-08-11 09:34:00.365135,52.115.109.31,3479,192.168.1.3,50017,UDP,147,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=113
299,2025-08-11 09:34:00.382693,52.115.109.31,3479,192.168.1.3,50017,UDP,148,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=114
300,2025-08-11 09:34:00.406891,52.115.109.31,3479,192.168.1.3,50017,UDP,178,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=144
301,2025-08-11 09:34:00.426227,52.115.109.31,3479,192.168.1.3,50017,UDP,159,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=125
302,2025-08-11 09:34:00.443927,52.115.109.31,3479,192.168.1.3,50017,UDP,179,UDP: 52.115.109.31:3479 -> 192.168.1.3:50017 Len=145
